question_id,correct_answer,V0_pred,V0_correct,V0_conf,V1_pred,V1_correct,V1_conf,V2_pred,V2_correct,V2_conf,V3_pred,V3_correct,V3_conf,V4_pred,V4_correct,V4_conf
q0026,E,A,False,0.5,A,False,0.5,A,False,0.5,B,False,0.5,A,False,0.5
q0027,A,B,False,0.5,E,False,0.5,A,True,0.5,C,False,0.5,A,True,0.5
q0028,D,A,False,0.5,E,False,0.5,C,False,0.5,D,True,0.5,C,False,0.5
q0029,D,A,False,0.5,A,False,0.5,C,False,0.5,A,False,0.5,A,False,0.5
q0030,E,A,False,0.5,A,False,0.5,A,False,0.5,D,False,0.5,A,False,0.5
q0031,C,A,False,0.5,A,False,0.5,D,False,0.5,D,False,0.5,A,False,0.5
q0032,E,A,False,0.5,A,False,0.5,E,True,0.5,B,False,0.5,A,False,0.5
q0033,B,A,False,0.5,A,False,0.5,C,False,0.5,D,False,0.5,A,False,0.5
q0034,B,A,False,0.5,,False,0.5,,False,0.5,,False,0.5,,False,0.5
q0035,A,A,True,0.5,A,True,0.5,A,True,0.5,A,True,0.5,A,True,0.5
q0036,E,A,False,0.5,A,False,0.5,B,False,0.5,A,False,0.5,C,False,0.5
q0037,A,A,True,0.5,A,True,0.5,A,True,0.5,A,True,0.5,A,True,0.5
q0038,E,C,False,0.5,E,True,0.5,A,False,0.5,E,True,0.5,D,False,0.5
q0039,A,E,False,0.5,A,True,0.5,E,False,0.5,E,False,0.5,D,False,0.5
q0040,D,A,False,0.5,C,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0041,C,C,True,0.5,,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0042,A,A,True,0.5,A,True,0.5,E,False,0.5,A,True,0.5,A,True,0.5
q0043,C,A,False,0.5,A,False,0.5,D,False,0.5,E,False,0.5,D,False,0.5
q0044,B,A,False,0.5,,False,0.5,,False,0.5,,False,0.5,,False,0.5
q0045,E,A,False,0.5,D,False,0.5,A,False,0.5,C,False,0.5,E,True,0.5
q0046,C,A,False,0.5,E,False,0.5,E,False,0.5,E,False,0.5,B,False,0.5
q0047,A,A,True,0.5,A,True,0.5,A,True,0.5,A,True,0.5,C,False,0.5
q0048,B,C,False,0.5,A,False,0.5,B,True,0.5,A,False,0.5,C,False,0.5
q0049,D,A,False,0.5,A,False,0.5,D,True,0.5,D,True,0.5,C,False,0.5
q0050,E,A,False,0.5,E,True,0.5,E,True,0.5,E,True,0.5,C,False,0.5
q0051,A,C,False,0.5,C,False,0.5,A,True,0.5,A,True,0.5,A,True,0.5
q0052,D,A,False,0.5,D,True,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0053,D,A,False,0.5,E,False,0.5,A,False,0.5,C,False,0.5,C,False,0.5
q0054,B,A,False,0.5,D,False,0.5,B,True,0.5,E,False,0.5,A,False,0.5
q0055,B,B,True,0.5,D,False,0.5,A,False,0.5,E,False,0.5,A,False,0.5
q0056,C,D,False,0.5,D,False,0.5,B,False,0.5,E,False,0.5,C,True,0.5
q0057,B,A,False,0.5,E,False,0.5,A,False,0.5,B,True,0.5,A,False,0.5
q0058,C,A,False,0.5,E,False,0.5,,False,0.5,C,True,0.5,D,False,0.5
q0059,A,A,True,0.5,C,False,0.5,A,True,0.5,A,True,0.5,D,False,0.5
q0060,D,A,False,0.5,A,False,0.5,A,False,0.5,C,False,0.5,A,False,0.5
q0061,A,E,False,0.5,C,False,0.5,A,True,0.5,A,True,0.5,D,False,0.5
q0062,D,B,False,0.5,A,False,0.5,,False,0.5,A,False,0.5,,False,0.5
q0063,A,B,False,0.5,E,False,0.5,D,False,0.5,C,False,0.5,C,False,0.5
q0064,A,C,False,0.5,A,True,0.5,A,True,0.5,B,False,0.5,C,False,0.5
q0065,C,A,False,0.5,A,False,0.5,E,False,0.5,A,False,0.5,A,False,0.5
q0066,D,B,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0067,C,A,False,0.5,B,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0068,D,A,False,0.5,A,False,0.5,C,False,0.5,A,False,0.5,A,False,0.5
q0069,A,A,True,0.5,C,False,0.5,E,False,0.5,A,True,0.5,A,True,0.5
q0070,A,,False,0.5,C,False,0.5,A,True,0.5,C,False,0.5,A,True,0.5
q0071,A,A,True,0.5,D,False,0.5,B,False,0.5,A,True,0.5,C,False,0.5
q0072,C,A,False,0.5,B,False,0.5,A,False,0.5,A,False,0.5,C,True,0.5
q0073,B,B,True,0.5,A,False,0.5,C,False,0.5,A,False,0.5,A,False,0.5
q0074,C,A,False,0.5,B,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0075,A,C,False,0.5,D,False,0.5,A,True,0.5,E,False,0.5,B,False,0.5
q0076,B,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,D,False,0.5
q0077,B,A,False,0.5,D,False,0.5,C,False,0.5,A,False,0.5,C,False,0.5
q0078,D,A,False,0.5,A,False,0.5,E,False,0.5,A,False,0.5,E,False,0.5
q0079,C,C,True,0.5,A,False,0.5,A,False,0.5,D,False,0.5,C,True,0.5
q0080,B,A,False,0.5,E,False,0.5,C,False,0.5,A,False,0.5,A,False,0.5
q0081,B,A,False,0.5,A,False,0.5,A,False,0.5,D,False,0.5,A,False,0.5
q0082,C,D,False,0.5,E,False,0.5,A,False,0.5,A,False,0.5,D,False,0.5
q0083,B,A,False,0.5,,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0084,D,A,False,0.5,D,True,0.5,A,False,0.5,D,True,0.5,A,False,0.5
q0085,C,A,False,0.9,A,False,0.5,E,False,0.5,C,True,0.5,A,False,0.5
q0086,C,A,False,0.5,E,False,0.5,A,False,0.5,E,False,0.5,A,False,0.5
q0087,D,B,False,0.5,A,False,0.5,E,False,0.5,A,False,0.5,A,False,0.5
q0088,C,A,False,0.5,D,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0089,C,C,True,0.5,A,False,0.5,A,False,0.5,C,True,0.5,A,False,0.5
q0090,E,C,False,0.5,E,True,0.5,D,False,0.5,C,False,0.5,E,True,0.5
q0091,B,A,False,0.5,E,False,0.5,A,False,0.5,A,False,0.5,D,False,0.5
q0092,D,D,True,0.5,C,False,0.5,C,False,0.5,E,False,0.5,A,False,0.5
q0093,E,A,False,0.5,D,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0094,C,A,False,0.5,E,False,0.5,E,False,0.5,E,False,0.5,A,False,0.5
q0095,D,A,False,0.5,E,False,0.5,D,True,0.5,A,False,0.5,A,False,0.5
q0096,A,A,True,0.5,D,False,0.5,D,False,0.5,D,False,0.5,A,True,0.5
q0097,B,A,False,0.5,D,False,0.5,D,False,0.5,C,False,0.5,E,False,0.5
q0098,C,B,False,0.5,A,False,0.5,C,True,0.5,C,True,0.5,D,False,0.5
q0099,C,A,False,0.5,A,False,0.5,A,False,0.5,D,False,0.5,E,False,0.5
q0100,E,B,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0101,A,A,True,0.5,E,False,0.5,A,True,0.5,A,True,0.5,A,True,0.5
q0102,A,B,False,0.5,D,False,0.5,C,False,0.5,C,False,0.5,A,True,0.5
q0103,A,A,True,0.5,D,False,0.5,E,False,0.5,D,False,0.5,D,False,0.5
q0104,C,A,False,0.5,A,False,0.5,A,False,0.5,D,False,0.5,C,True,0.5
q0105,B,A,False,0.5,A,False,0.5,,False,0.5,A,False,0.5,E,False,0.5
q0106,C,D,False,0.5,C,True,0.5,E,False,0.5,A,False,0.5,D,False,0.5
q0107,A,E,False,0.5,E,False,0.5,C,False,0.5,D,False,0.5,A,True,0.5
q0108,E,C,False,0.5,D,False,0.5,D,False,0.5,A,False,0.5,A,False,0.5
q0109,C,A,False,0.5,C,True,0.5,A,False,0.5,E,False,0.5,A,False,0.5
q0110,D,A,False,0.5,D,True,0.5,A,False,0.5,A,False,0.5,D,True,0.5
q0111,C,E,False,0.5,A,False,0.5,E,False,0.5,D,False,0.5,E,False,0.5
q0112,B,A,False,0.5,A,False,0.5,D,False,0.5,A,False,0.5,A,False,0.5
q0113,D,A,False,0.5,D,True,0.5,B,False,0.5,A,False,0.5,A,False,0.5
q0114,D,A,False,0.5,D,True,0.5,A,False,0.5,A,False,0.5,B,False,0.5
q0115,E,B,False,0.5,A,False,0.5,A,False,0.5,C,False,0.5,A,False,0.5
q0116,D,A,False,0.5,E,False,0.5,E,False,0.5,A,False,0.5,A,False,0.5
q0117,D,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,D,True,0.5
q0118,E,D,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,D,False,0.5
q0119,C,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0120,D,A,False,0.5,A,False,0.5,E,False,0.5,E,False,0.5,A,False,0.5
q0121,B,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0122,E,D,False,0.5,D,False,0.5,A,False,0.5,B,False,0.5,A,False,0.5
q0123,A,A,True,0.5,A,True,0.5,E,False,0.5,D,False,0.5,C,False,0.5
q0124,B,A,False,0.5,A,False,0.5,B,True,0.5,D,False,0.5,A,False,0.5
q0125,A,C,False,0.5,A,True,0.5,E,False,0.5,E,False,0.5,A,True,0.5
q0126,A,A,True,0.5,,False,0.5,A,True,0.5,E,False,0.5,D,False,0.5
q0127,D,A,False,0.5,B,False,0.5,C,False,0.5,B,False,0.5,C,False,0.5
q0128,A,B,False,0.5,A,True,0.5,A,True,0.5,A,True,0.5,A,True,0.5
q0129,A,A,True,0.5,D,False,0.5,D,False,0.5,D,False,0.5,D,False,0.5
q0130,B,B,True,0.5,,False,0.5,A,False,0.5,A,False,0.5,B,True,0.5
q0131,B,A,False,0.5,C,False,0.5,E,False,0.5,C,False,0.5,A,False,0.5
q0132,A,A,True,0.5,C,False,0.5,D,False,0.5,A,True,0.5,C,False,0.5
q0133,B,A,False,0.5,E,False,0.5,C,False,0.5,D,False,0.5,D,False,0.5
q0134,A,A,True,0.5,A,True,0.5,A,True,0.5,C,False,0.5,C,False,0.5
q0135,C,A,False,0.5,B,False,0.5,C,True,0.5,C,True,0.5,A,False,0.5
q0136,D,A,False,0.5,D,True,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0137,E,A,False,0.5,A,False,0.5,,False,0.5,,False,0.5,,False,0.5
q0138,C,A,False,0.5,A,False,0.5,A,False,0.5,B,False,0.5,A,False,0.5
q0139,D,A,False,0.5,A,False,0.5,A,False,0.5,D,True,0.5,A,False,0.5
q0140,D,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0141,A,C,False,0.5,,False,0.5,,False,0.5,,False,0.5,A,True,0.5
q0142,A,C,False,0.5,A,True,0.5,A,True,0.5,E,False,0.5,E,False,0.5
q0143,B,A,False,0.5,D,False,0.5,A,False,0.5,A,False,0.5,E,False,0.5
q0144,D,A,False,0.5,A,False,0.5,E,False,0.5,A,False,0.5,A,False,0.5
q0145,D,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,E,False,0.5
q0146,D,A,False,0.5,A,False,0.5,A,False,0.5,E,False,0.5,E,False,0.5
q0147,D,C,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0148,B,A,False,0.5,D,False,0.5,A,False,0.5,D,False,0.5,E,False,0.5
q0149,E,C,False,0.5,B,False,0.5,A,False,0.5,B,False,0.5,D,False,0.5
q0150,A,A,True,0.5,C,False,0.5,B,False,0.5,A,True,0.5,E,False,0.5
q0151,E,A,False,0.5,E,True,0.5,A,False,0.5,E,True,0.5,A,False,0.5
q0152,A,C,False,0.5,E,False,0.5,D,False,0.5,D,False,0.5,E,False,0.5
q0153,A,A,True,0.5,A,True,0.5,D,False,0.5,A,True,0.5,A,True,0.5
q0154,D,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,D,True,0.5
q0155,E,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0156,B,A,False,0.5,E,False,0.5,D,False,0.5,A,False,0.5,A,False,0.5
q0157,A,A,True,0.5,D,False,0.5,A,True,0.5,C,False,0.5,E,False,0.5
q0158,D,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0159,C,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,D,False,0.5
q0160,D,A,False,0.5,E,False,0.5,E,False,0.5,C,False,0.5,,False,0.5
q0161,B,A,False,0.5,A,False,0.5,A,False,0.5,C,False,0.5,A,False,0.5
q0162,D,A,False,0.5,D,True,0.5,C,False,0.5,A,False,0.5,B,False,0.5
q0163,A,C,False,0.5,C,False,0.5,D,False,0.5,A,True,0.5,E,False,0.5
q0164,A,A,True,0.5,C,False,0.5,A,True,0.5,C,False,0.5,D,False,0.5
q0165,B,A,False,0.5,B,True,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0166,B,A,False,0.5,A,False,0.5,E,False,0.5,,False,0.5,B,True,0.5
q0167,D,B,False,0.5,C,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0168,B,A,False,0.5,D,False,0.5,D,False,0.5,A,False,0.5,D,False,0.5
q0169,D,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,B,False,0.5
q0170,C,A,False,0.5,E,False,0.5,D,False,0.5,E,False,0.5,A,False,0.5
q0171,D,A,False,0.5,A,False,0.5,E,False,0.5,A,False,0.5,A,False,0.5
q0172,C,C,True,0.5,C,True,0.5,A,False,0.5,E,False,0.5,A,False,0.5
q0173,A,D,False,0.5,A,True,0.5,A,True,0.5,D,False,0.5,A,True,0.5
q0174,E,C,False,0.5,B,False,0.5,E,True,0.5,A,False,0.5,A,False,0.5
q0175,D,,False,0.5,C,False,0.5,C,False,0.5,E,False,0.5,A,False,0.5
q0176,E,A,False,0.5,D,False,0.5,C,False,0.5,A,False,0.5,B,False,0.5
q0177,D,A,False,0.5,A,False,0.5,A,False,0.5,C,False,0.5,A,False,0.5
q0178,D,A,False,0.5,C,False,0.5,C,False,0.5,A,False,0.5,D,True,0.5
q0179,D,C,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,D,True,0.5
q0180,B,D,False,0.5,A,False,0.5,A,False,0.5,B,True,0.5,A,False,0.5
q0181,E,A,False,0.5,A,False,0.5,A,False,0.5,C,False,0.5,A,False,0.5
q0182,B,A,False,0.5,,False,0.5,,False,0.5,,False,0.5,,False,0.5
q0183,E,D,False,0.5,D,False,0.5,E,True,0.5,E,True,0.5,E,True,0.5
q0184,B,D,False,0.5,C,False,0.5,A,False,0.5,E,False,0.5,B,True,0.5
q0185,D,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,C,False,0.5
q0186,C,A,False,0.5,C,True,0.5,C,True,0.5,C,True,0.5,C,True,0.5
q0187,B,B,True,0.5,C,False,0.5,A,False,0.5,E,False,0.5,A,False,0.5
q0188,E,A,False,0.5,D,False,0.5,D,False,0.5,E,True,0.5,C,False,0.5
q0189,C,A,False,0.5,E,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0190,A,A,True,0.5,A,True,0.5,A,True,0.5,A,True,0.5,A,True,0.5
q0191,D,B,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0192,E,D,False,0.5,A,False,0.5,E,True,0.5,E,True,0.5,A,False,0.5
q0193,C,A,False,0.5,A,False,0.5,A,False,0.5,C,True,0.5,A,False,0.5
q0194,C,A,False,0.5,C,True,0.5,B,False,0.5,E,False,0.5,D,False,0.5
q0195,C,A,False,0.5,D,False,0.5,A,False,0.5,A,False,0.5,,False,0.5
q0196,A,C,False,0.5,A,True,0.5,A,True,0.5,A,True,0.5,D,False,0.5
q0197,C,C,True,0.5,A,False,0.5,D,False,0.5,D,False,0.5,A,False,0.5
q0198,E,B,False,0.5,A,False,0.5,C,False,0.5,A,False,0.5,C,False,0.5
q0199,D,A,False,0.5,B,False,0.5,A,False,0.5,A,False,0.5,B,False,0.5
q0200,B,B,True,0.5,A,False,0.5,A,False,0.5,D,False,0.5,D,False,0.5
q0201,B,D,False,0.5,A,False,0.5,C,False,0.5,D,False,0.5,B,True,0.5
q0202,D,A,False,0.5,E,False,0.5,D,True,0.5,E,False,0.5,A,False,0.5
q0203,A,A,True,0.5,D,False,0.5,C,False,0.5,A,True,0.5,A,True,0.5
q0204,C,C,True,0.5,C,True,0.5,C,True,0.5,A,False,0.5,A,False,0.5
q0205,B,A,False,0.5,C,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0206,D,A,False,0.5,C,False,0.5,B,False,0.5,A,False,0.5,A,False,0.5
q0207,A,A,True,0.5,A,True,0.5,A,True,0.5,C,False,0.5,C,False,0.5
q0208,B,A,False,0.5,A,False,0.5,C,False,0.5,D,False,0.5,E,False,0.5
q0209,A,D,False,0.5,A,True,0.5,C,False,0.5,D,False,0.5,A,True,0.5
q0210,C,D,False,0.5,A,False,0.5,,False,0.5,A,False,0.5,,False,0.5
q0211,B,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0212,E,A,False,0.5,E,True,0.5,E,True,0.5,D,False,0.5,E,True,0.5
q0213,A,A,True,0.5,B,False,0.5,A,True,0.5,A,True,0.5,A,True,0.5
q0214,B,A,False,0.5,A,False,0.5,A,False,0.5,D,False,0.5,A,False,0.5
q0215,D,A,False,0.5,A,False,0.5,C,False,0.5,A,False,0.5,A,False,0.5
q0216,E,A,False,0.5,A,False,0.5,A,False,0.5,D,False,0.5,B,False,0.5
q0217,D,,False,0.5,,False,0.5,,False,0.5,,False,0.5,,False,0.5
q0218,E,A,False,0.5,D,False,0.5,E,True,0.5,A,False,0.5,C,False,0.5
q0219,A,A,True,0.5,A,True,0.5,A,True,0.5,B,False,0.5,D,False,0.5
q0220,D,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,D,True,0.5
q0221,A,A,True,0.5,A,True,0.5,E,False,0.5,D,False,0.5,A,True,0.5
q0222,D,C,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,E,False,0.5
q0223,A,A,True,0.5,A,True,0.5,A,True,0.5,,False,0.5,E,False,0.5
q0224,C,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,E,False,0.5
q0225,C,C,True,0.5,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0226,D,B,False,0.5,,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0227,D,A,False,0.5,C,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0228,A,A,True,0.5,A,True,0.5,D,False,0.5,A,True,0.5,A,True,0.5
q0229,E,A,False,0.5,C,False,0.5,A,False,0.5,C,False,0.5,D,False,0.5
q0230,C,A,False,0.5,C,True,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0231,A,B,False,0.5,A,True,0.5,A,True,0.5,C,False,0.5,B,False,0.5
q0232,D,,False,0.5,A,False,0.5,A,False,0.5,D,True,0.5,B,False,0.5
q0233,B,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0234,D,B,False,0.5,E,False,0.5,D,True,0.5,C,False,0.5,C,False,0.5
q0235,B,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,C,False,0.5
q0236,A,A,True,0.5,B,False,0.5,C,False,0.5,C,False,0.5,B,False,0.5
q0237,B,A,False,0.5,E,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0238,B,A,False,0.5,B,True,0.5,A,False,0.5,B,True,0.5,C,False,0.5
q0239,A,A,True,0.5,E,False,0.5,B,False,0.5,A,True,0.5,E,False,0.5
q0240,E,C,False,0.5,C,False,0.5,D,False,0.5,E,True,0.5,D,False,0.5
q0241,B,B,True,0.5,,False,0.5,,False,0.5,,False,0.5,,False,0.5
q0242,A,A,True,0.5,A,True,0.5,A,True,0.5,D,False,0.5,C,False,0.5
q0243,A,A,True,0.5,A,True,0.5,E,False,0.5,D,False,0.5,E,False,0.5
q0244,E,A,False,0.5,B,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0245,D,B,False,0.5,A,False,0.5,E,False,0.5,D,True,0.5,D,True,0.5
q0246,A,B,False,0.5,A,True,0.5,D,False,0.5,D,False,0.5,D,False,0.5
q0247,D,D,True,0.5,A,False,0.5,A,False,0.5,D,True,0.5,A,False,0.5
q0248,C,A,False,0.5,B,False,0.5,A,False,0.5,A,False,0.5,E,False,0.5
q0249,B,A,False,0.5,A,False,0.5,C,False,0.5,A,False,0.5,A,False,0.5
q0250,A,C,False,0.5,D,False,0.5,D,False,0.5,B,False,0.5,D,False,0.5
q0251,B,A,False,0.5,A,False,0.5,E,False,0.5,A,False,0.5,A,False,0.5
q0252,A,A,True,0.5,A,True,0.5,A,True,0.5,,False,0.5,A,True,0.5
q0253,D,A,False,0.5,B,False,0.5,D,True,0.5,A,False,0.5,A,False,0.5
q0254,A,A,True,0.5,A,True,0.5,A,True,0.5,A,True,0.5,E,False,0.5
q0255,C,B,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,D,False,0.5
q0256,D,B,False,0.5,B,False,0.5,D,True,0.5,B,False,0.5,A,False,0.5
q0257,D,C,False,0.5,A,False,0.5,D,True,0.5,D,True,0.5,A,False,0.5
q0258,E,A,False,0.5,D,False,0.5,E,True,0.5,A,False,0.5,A,False,0.5
q0259,D,D,True,0.5,A,False,0.5,A,False,0.5,E,False,0.5,A,False,0.5
q0260,C,B,False,0.5,D,False,0.5,A,False,0.5,A,False,0.5,D,False,0.5
q0261,C,C,True,0.5,A,False,0.5,A,False,0.5,A,False,0.5,B,False,0.5
q0262,E,A,False,0.5,A,False,0.5,A,False,0.5,E,True,0.5,A,False,0.5
q0263,C,A,False,0.5,C,True,0.5,D,False,0.5,A,False,0.5,E,False,0.5
q0264,A,A,True,0.5,D,False,0.5,D,False,0.5,C,False,0.5,A,True,0.5
q0265,E,C,False,0.5,D,False,0.5,A,False,0.5,A,False,0.5,D,False,0.5
q0266,B,A,False,0.5,B,True,0.5,C,False,0.5,A,False,0.5,C,False,0.5
q0267,E,B,False,0.5,A,False,0.5,E,True,0.5,C,False,0.5,C,False,0.5
q0268,E,C,False,0.5,A,False,0.5,E,True,0.5,C,False,0.5,A,False,0.5
q0269,D,A,False,0.5,A,False,0.5,A,False,0.5,C,False,0.5,A,False,0.5
q0270,C,B,False,0.5,E,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0271,B,B,True,0.5,,False,0.5,,False,0.5,,False,0.5,,False,0.5
q0272,C,A,False,0.5,A,False,0.5,C,True,0.5,C,True,0.5,A,False,0.5
q0273,A,D,False,0.5,A,True,0.5,B,False,0.5,A,True,0.5,A,True,0.5
q0274,A,A,True,0.5,D,False,0.5,E,False,0.5,A,True,0.5,A,True,0.5
q0275,A,C,False,0.5,A,True,0.5,B,False,0.5,A,True,0.5,E,False,0.5
q0276,C,B,False,0.5,E,False,0.5,E,False,0.5,A,False,0.5,A,False,0.5
q0277,D,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0278,A,A,True,0.5,C,False,0.5,A,True,0.5,A,True,0.5,A,True,0.5
q0279,B,,False,0.5,A,False,0.5,C,False,0.5,A,False,0.5,A,False,0.5
q0280,B,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0281,D,A,False,0.5,A,False,0.5,C,False,0.5,A,False,0.5,A,False,0.5
q0282,A,A,True,0.5,C,False,0.5,A,True,0.5,A,True,0.5,D,False,0.5
q0283,A,A,True,0.5,D,False,0.5,D,False,0.5,E,False,0.5,D,False,0.5
q0284,B,A,False,0.5,A,False,0.5,D,False,0.5,D,False,0.5,D,False,0.5
q0285,D,D,True,0.5,D,True,0.5,D,True,0.5,D,True,0.5,B,False,0.5
q0286,D,A,False,0.5,C,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0287,A,D,False,0.5,A,True,0.5,D,False,0.5,E,False,0.5,C,False,0.5
q0288,B,A,False,0.5,C,False,0.5,A,False,0.5,A,False,0.5,E,False,0.5
q0289,D,A,False,0.5,D,True,0.5,B,False,0.5,D,True,0.5,C,False,0.5
q0290,B,A,False,0.5,D,False,0.5,A,False,0.5,C,False,0.5,D,False,0.5
q0291,A,A,True,0.5,B,False,0.5,A,True,0.5,A,True,0.5,A,True,0.5
q0292,D,A,False,0.5,E,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5
q0293,A,A,True,0.5,A,True,0.5,C,False,0.5,A,True,0.5,A,True,0.5
q0294,A,B,False,0.5,A,True,0.5,C,False,0.5,A,True,0.5,A,True,0.5
q0295,B,A,False,0.5,D,False,0.5,A,False,0.5,C,False,0.5,A,False,0.5
q0296,A,C,False,0.5,A,True,0.5,B,False,0.5,A,True,0.5,A,True,0.5
q0297,D,A,False,0.5,A,False,0.5,A,False,0.5,E,False,0.5,A,False,0.5
q0298,E,E,True,0.5,D,False,0.5,A,False,0.5,A,False,0.5,B,False,0.5
q0299,B,A,False,0.5,C,False,0.5,D,False,0.5,A,False,0.5,B,True,0.5
q0300,D,A,False,0.5,A,False,0.5,A,False,0.5,A,False,0.5,E,False,0.5
