question_id,correct_answer,V0_pred,V0_correct,V0_conf,V1_pred,V1_correct,V1_conf,V2_pred,V2_correct,V2_conf,V3_pred,V3_correct,V3_conf,V4_pred,V4_correct,V4_conf
q0240,E,E,True,0.9,E,True,0.9,E,True,0.95,B,False,0.95,B,False,0.85
q0241,B,A,False,0.9,C,False,0.9,A,False,0.95,A,False,0.95,A,False,0.95
q0242,A,D,False,0.9,A,True,0.9,B,False,0.95,A,True,0.95,E,False,0.95
q0243,A,C,False,0.9,C,False,0.9,A,True,0.95,A,True,0.85,A,True,0.95
q0244,E,C,False,0.9,C,False,0.95,C,False,0.95,C,False,0.85,C,False,0.95
q0245,D,B,False,0.8,A,False,0.9,B,False,0.95,B,False,0.85,B,False,0.85
q0246,A,E,False,1.0,B,False,0.8,B,False,0.85,B,False,0.85,A,True,0.0
q0247,D,B,False,0.9,B,False,0.9,D,True,0.95,D,True,0.85,D,True,0.95
q0248,C,D,False,0.9,C,True,0.9,C,True,0.95,C,True,0.85,C,True,0.95
q0249,B,B,True,0.8,B,True,0.8,E,False,0.95,B,True,0.85,B,True,0.85
q0250,A,D,False,0.8,D,False,0.8,D,False,0.85,D,False,0.85,D,False,0.95
q0251,B,B,True,0.9,B,True,0.9,B,True,0.95,B,True,0.95,B,True,0.95
q0252,A,A,True,0.9,A,True,0.9,B,False,0.95,B,False,0.95,B,False,0.85
q0253,D,D,True,0.9,D,True,0.9,D,True,0.85,A,False,0.85,A,False,0.95
q0254,A,A,True,0.9,A,True,0.9,A,True,0.95,A,True,0.95,A,True,0.95
q0255,C,C,True,0.9,C,True,1.0,C,True,0.95,A,False,0.0,C,True,0.95
q0256,D,D,True,0.9,D,True,0.8,B,False,0.85,D,True,0.95,A,False,0.0
q0257,D,D,True,0.9,A,False,0.9,A,False,0.95,D,True,0.95,D,True,0.95
q0258,E,B,False,0.9,B,False,0.9,B,False,0.95,B,False,0.85,B,False,0.95
q0259,D,D,True,0.9,D,True,1.0,D,True,0.85,A,False,0.0,B,False,0.95
q0260,C,C,True,0.9,C,True,0.9,D,False,0.95,D,False,0.95,D,False,0.95
q0261,C,C,True,0.9,C,True,0.9,C,True,0.95,C,True,0.95,C,True,0.85
q0262,E,E,True,0.9,D,False,0.8,B,False,0.95,E,True,0.85,A,False,0.95
q0263,C,C,True,0.9,C,True,0.9,D,False,0.95,C,True,0.85,A,False,0.95
q0264,A,A,True,0.9,C,False,0.9,A,True,0.95,E,False,0.85,C,False,0.95
q0265,E,B,False,0.9,B,False,0.8,B,False,0.85,C,False,0.8,B,False,0.85
q0266,B,A,False,0.9,A,False,0.9,A,False,0.95,A,False,0.85,E,False,0.95
q0267,E,C,False,1.0,E,True,1.0,C,False,0.85,C,False,0.95,C,False,0.95
q0268,E,E,True,0.9,D,False,0.9,E,True,0.85,A,False,0.0,E,True,0.95
q0269,D,B,False,0.9,D,True,0.9,A,False,0.85,D,True,0.85,A,False,0.95
q0270,C,C,True,0.9,C,True,0.9,C,True,0.95,C,True,0.95,C,True,0.95
q0271,B,D,False,0.8,D,False,0.8,C,False,0.95,D,False,0.8,D,False,0.95
q0272,C,C,True,0.9,C,True,0.9,C,True,0.85,C,True,0.85,C,True,0.95
q0273,A,D,False,0.9,D,False,0.8,D,False,0.95,D,False,0.85,D,False,0.85
q0274,A,A,True,0.95,A,True,0.95,A,True,0.95,A,True,0.95,A,True,0.95
q0275,A,D,False,0.9,D,False,0.9,A,True,0.95,A,True,0.95,D,False,0.95
q0276,C,D,False,0.9,D,False,0.9,D,False,0.95,D,False,0.95,D,False,0.95
q0277,D,D,True,0.9,D,True,0.9,D,True,0.95,D,True,0.95,D,True,0.85
q0278,A,D,False,0.9,B,False,0.9,B,False,0.95,B,False,0.95,B,False,0.85
q0279,B,A,False,0.9,A,False,0.8,B,True,0.95,E,False,0.85,B,True,0.85
q0280,B,B,True,0.9,B,True,0.9,B,True,0.95,B,True,0.95,B,True,0.85
q0281,D,D,True,0.95,D,True,0.95,D,True,0.95,D,True,0.95,D,True,0.95
q0282,A,A,True,0.9,A,True,0.8,A,True,0.0,A,True,0.0,A,True,0.0
q0283,A,B,False,0.8,B,False,0.8,A,True,0.98,B,False,0.85,B,False,0.85
q0284,B,C,False,0.9,C,False,0.9,D,False,0.95,D,False,0.85,D,False,0.95
q0285,D,E,False,0.8,E,False,0.9,D,True,0.95,D,True,0.95,D,True,0.95
q0286,D,D,True,0.9,D,True,0.9,D,True,0.95,D,True,0.95,D,True,0.95
q0287,A,C,False,0.8,C,False,0.8,B,False,0.95,B,False,0.85,B,False,0.95
q0288,B,B,True,0.9,C,False,0.9,C,False,0.95,E,False,0.6,C,False,0.95
q0289,D,A,False,0.95,D,True,0.9,A,False,0.95,A,False,0.85,A,False,0.0
q0290,B,B,True,1.0,C,False,0.9,C,False,0.95,C,False,0.95,B,True,0.85
q0291,A,A,True,0.9,A,True,0.9,A,True,0.95,A,True,0.95,A,True,0.95
q0292,D,B,False,0.9,B,False,0.9,B,False,0.85,B,False,0.95,B,False,0.95
q0293,A,A,True,0.95,A,True,0.95,A,True,0.95,A,True,0.95,A,True,0.95
q0294,A,A,True,0.9,A,True,0.9,B,False,0.95,A,True,0.95,E,False,0.95
q0295,B,B,True,0.95,B,True,0.9,B,True,0.95,B,True,0.95,B,True,0.95
q0296,A,A,True,0.9,,False,0.0,A,True,0.0,A,True,0.95,A,True,0.9
q0297,D,D,True,0.8,A,False,0.8,B,False,0.95,B,False,0.85,B,False,0.95
q0298,E,E,True,0.9,E,True,0.9,E,True,0.95,E,True,0.95,E,True,0.95
q0299,B,D,False,0.8,B,True,1.0,B,True,0.95,B,True,0.95,B,True,0.85
